WorldCup,RK,Team,PTS
2014,116,LiberiaLBR,271.0
2014,116,RwandaRWA,271.0
2014,118,MozambiqueMOZ,269.0
2014,119,LuxembourgLUX,267.0
2014,120,SudanSDN,254.0
2014,120,ArubaARU,254.0
2014,122,MalawiMWI,247.0
2014,123,VietnamVIE,242.0
2014,124,KazakhstanKAZ,241.0
2014,125,LebanonLIB,233.0
2014,126,TajikistanTJK,229.0
2014,127,GuatemalaGUA,226.0
2014,128,BurundiBDI,221.0
2014,129,PhilippinesPHI,217.0
2014,130,AfghanistanAFG,215.0
2014,131,Dominican RepublicDOM,212.0
2014,132,MaltaMLT,204.0
2014,133,St. Vincent / GrenadinesVIN,203.0
2014,134,Guinea-BissauGNB,201.0
2014,134,ChadCHA,201.0
2014,136,SurinameSUR,197.0
2014,137,MauritaniaMTN,196.0
2014,137,St. LuciaLCA,196.0
2014,139,LesothoLES,194.0
2014,140,New CaledoniaNCL,190.0
2014,140,SyriaSYR,190.0
2014,142,CyprusCYP,189.0
2014,143,TurkmenistanTKM,183.0
2014,144,GrenadaGRN,182.0
2014,144,MadagascarMAD,182.0
2014,146,Korea DPRPRK,175.0
2014,147,MaldivesMDV,171.0
2014,148,GambiaGAM,166.0
2014,149,Kyrgyz RepublicKGZ,163.0
2014,149,ThailandTHA,163.0
2014,151,Antigua and BarbudaATG,158.0
2014,152,BelizeBLZ,152.0
2014,153,MalaysiaMAS,149.0
2014,154,IndiaIND,144.0
2014,155,SingaporeSGP,141.0
2014,156,GuyanaGUY,137.0
2014,157,IndonesiaIDN,135.0
2014,158,Puerto RicoPUR,134.0
2014,159,MyanmarMYA,133.0
2014,160,St. Kitts and NevisSKN,124.0
2014,161,TahitiTAH,122.0
2014,162,LiechtensteinLIE,118.0
2014,163,Hong KongHKG,112.0
2014,164,PakistanPAK,102.0
2014,164,NepalNEP,102.0
2014,166,MontserratMSR,99.0
2014,167,BangladeshBAN,98.0
2014,168,LaosLAO,97.0
2014,169,DominicaDMA,93.0
2014,170,BarbadosBRB,92.0
2014,171,Faroe IslandsFRO,89.0
2014,172,Sao Tome e PrincipeSTP,86.0
2014,173,SwazilandSWZ,85.0
2014,174,ComorosCOM,84.0
2014,175,BermudaBER,83.0
2014,176,NicaraguaNCA,78.0
2014,176,Chinese TaipeiTPE,78.0
2014,178,GuamGUM,77.0
2014,179,Sri LankaSRI,73.0
2014,180,Solomon IslandsSOL,70.0
2014,181,SeychellesSEY,66.0
2014,182,CuracaoCUW,65.0
2014,183,YemenYEM,61.0
2014,184,MauritiusMRI,57.0
2014,185,South SudanSSD,47.0
2014,186,BahamasBAH,40.0
2014,187,MongoliaMNG,35.0
2014,188,FijiFIJ,34.0
2014,189,SamoaSAM,32.0
2014,190,CambodiaCAM,28.0
2014,190,VanuatuVAN,28.0
2014,192,Brunei DarussalamBRU,26.0
2014,192,Timor-LesteTLS,26.0
2014,192,TongaTGA,26.0
2014,195,US Virgin IslandsVIR,23.0
2014,196,Cayman IslandsCAY,21.0
2014,196,Papua New GuineaPNG,21.0
2014,198,British Virgin IslandsVGB,18.0
2014,198,American SamoaASA,18.0
2014,200,AndorraAND,16.0
2014,201,EritreaERI,11.0
2014,202,SomaliaSOM,8.0
2014,202,MacauMAC,8.0
2014,204,DjiboutiDJI,6.0
2014,205,Cook IslandsCOK,5.0
2014,206,AnguillaAIA,3.0
2018,1,GermanyGER,1558.0
2018,2,BrazilBRA,1431.0
2018,3,BelgiumBEL,1298.0
2018,4,PortugalPOR,1274.0
2018,5,ArgentinaARG,1241.0
2018,6,SwitzerlandSUI,1199.0
2018,7,FranceFRA,1198.0
2018,8,PolandPOL,1183.0
2018,9,ChileCHI,1135.0
2018,10,SpainESP,1126.0
2018,11,PeruPER,1125.0
2018,12,DenmarkDEN,1051.0
2018,12,EnglandENG,1051.0
2018,14,UruguayURU,1018.0
2018,15,MexicoMEX,989.0
2018,16,ColombiaCOL,986.0
2018,17,NetherlandsNED,981.0
2018,18,WalesWAL,953.0
2018,19,ItalyITA,951.0
2018,20,CroatiaCRO,945.0
2018,21,TunisiaTUN,910.0
2018,22,IcelandISL,908.0
2018,23,Costa RicaCRC,884.0
2018,24,SwedenSWE,880.0
2018,25,USAUSA,873.0
2018,26,AustriaAUT,845.0
2018,27,SenegalSEN,838.0
2018,28,SlovakiaSVK,804.0
2018,29,Northern IrelandNIR,803.0
2018,30,RomaniaROU,782.0
2018,31,Republic of IrelandIRL,777.0
2018,32,ParaguayPAR,773.0
2018,33,VenezuelaVEN,755.0
2018,34,SerbiaSRB,751.0
2018,35,UkraineUKR,733.0
2018,36,AustraliaAUS,718.0
2018,37,IR IranIRN,708.0
2018,38,TurkeyTUR,706.0
2018,38,Congo DRCOD,706.0
2018,40,Bosnia and HerzegovinaBIH,693.0
2018,41,MoroccoMAR,686.0
2018,42,ScotlandSCO,660.0
2018,43,MontenegroMNE,652.0
2018,44,GreeceGRE,650.0
2018,45,EgyptEGY,649.0
2018,46,Czech RepublicCZE,641.0
2018,47,GhanaGHA,624.0
2018,48,NigeriaNGA,618.0
2018,49,BulgariaBUL,614.0
2018,49,CameroonCMR,614.0
2018,51,HungaryHUN,612.0
2018,52,Burkina FasoBFA,604.0
2018,53,NorwayNOR,596.0
2018,54,JamaicaJAM,588.0
2018,55,PanamaPAN,571.0
2018,56,SloveniaSVN,558.0
2018,57,Korea RepublicKOR,544.0
2018,58,AlbaniaALB,538.0
2018,59,BoliviaBOL,536.0
2018,60,EcuadorECU,524.0
2018,61,JapanJPN,521.0
2018,62,HondurasHON,503.0
2018,63,FinlandFIN,486.0
2018,64,MaliMLI,484.0
2018,65,Cape Verde IslandsCPV,478.0
2018,66,AlgeriaALG,474.0
2018,67,Saudi ArabiaKSA,465.0
2018,68,GuineaGUI,463.0
2018,68,Côte d'IvoireCIV,463.0
2018,70,RussiaRUS,457.0
2018,71,FYR MacedoniaMKD,451.0
2018,72,El SalvadorSLV,442.0
2018,73,SyriaSYR,440.0
2018,74,South AfricaRSA,428.0
2018,75,China PRCHN,423.0
2018,76,ZambiaZAM,420.0
2018,77,United Arab EmiratesUAE,418.0
2018,78,BelarusBLR,417.0
2018,79,LebanonLIB,411.0
2018,79,CanadaCAN,411.0
2018,81,CuracaoCUW,408.0
2018,82,UgandaUGA,403.0
2018,83,CongoCGO,393.0
2018,84,OmanOMA,391.0
2018,85,LuxembourgLUX,390.0
2018,85,GabonGAB,390.0
2018,87,CyprusCYP,384.0
2018,88,BeninBEN,379.0
2018,89,IraqIRQ,377.0
2018,90,Faroe IslandsFRO,376.0
2018,91,Trinidad and TobagoTRI,370.0
2018,92,Kyrgyz RepublicKGZ,363.0
2018,93,IsraelISR,362.0
2018,94,EstoniaEST,359.0
2018,95,UzbekistanUZB,354.0
2018,96,GeorgiaGEO,352.0
2018,97,IndiaIND,350.0
2018,98,QatarQAT,348.0
2018,99,PalestinePLE,347.0
2018,100,ArmeniaARM,338.0
2018,101,LibyaLBY,336.0
2018,102,VietnamVIE,334.0
2018,103,NigerNIG,323.0
2018,104,HaitiHAI,322.0
2018,105,AzerbaijanAZE,321.0
2018,106,MadagascarMAD,308.0
2018,107,MauritaniaMTN,304.0
2018,108,Korea DPRPRK,303.0
2018,108,Central African RepublicCTA,303.0
2018,110,JordanJOR,296.0
2018,111,Sierra LeoneSLE,292.0
2018,112,KenyaKEN,291.0
2018,113,BahrainBHR,289.0
2018,114,MozambiqueMOZ,282.0
2018,115,PhilippinesPHI,280.0
2018,116,NamibiaNAM,277.0
2018,117,KazakhstanKAZ,273.0
2018,118,ZimbabweZIM,265.0
2018,119,TajikistanTJK,264.0
2018,120,New ZealandNZL,256.0
2018,121,Guinea-BissauGNB,255.0
2018,122,ThailandTHA,248.0
2018,123,Chinese TaipeiTPE,247.0
2018,123,MalawiMWI,247.0
2018,125,TogoTOG,241.0
2018,126,Antigua and BarbudaATG,239.0
2018,126,LithuaniaLTU,239.0
2018,128,SudanSDN,232.0
2018,129,LatviaLVA,230.0
2018,130,TurkmenistanTKM,229.0
2018,130,AndorraAND,229.0
2018,132,NicaraguaNCA,228.0
2018,133,YemenYEM,227.0
2018,134,SwazilandSWZ,222.0
2018,135,St. Kitts and NevisSKN,218.0
2018,136,RwandaRWA,216.0
2018,137,AngolaANG,209.0
2018,138,MyanmarMYA,206.0
2018,139,BotswanaBOT,205.0
2018,140,TanzaniaTAN,200.0
2018,141,KosovoKOS,197.0
2018,142,Hong KongHKG,195.0
2018,143,Equatorial GuineaEQG,190.0
2018,143,Solomon IslandsSOL,190.0
2018,145,AfghanistanAFG,188.0
2018,146,GuatemalaGUA,180.0
2018,147,LesothoLES,175.0
2018,148,BurundiBDI,174.0
2018,149,ComorosCOM,172.0
2018,150,MaldivesMDV,171.0
2018,151,EthiopiaETH,166.0
2018,152,Dominican RepublicDOM,162.0
2018,153,SurinameSUR,154.0
2018,154,New CaledoniaNCL,150.0
2018,155,MauritiusMRI,140.0
2018,156,South SudanSSD,132.0
2018,157,TahitiTAH,130.0
2018,158,LiberiaLBR,129.0
2018,159,KuwaitKUW,128.0
2018,160,BarbadosBRB,127.0
2018,161,NepalNEP,118.0
2018,162,VanuatuVAN,117.0
2018,163,BelizeBLZ,115.0
2018,164,IndonesiaIDN,111.0
2018,165,FijiFIJ,104.0
2018,166,Papua New GuineaPNG,103.0
2018,166,CambodiaCAM,103.0
2018,168,GrenadaGRN,102.0
2018,169,SingaporeSGP,99.0
2018,170,St. LuciaLCA,95.0
2018,171,MalaysiaMAS,93.0
2018,172,GambiaGAM,92.0
2018,173,Puerto RicoPUR,89.0
2018,173,St. Vincent / GrenadinesVIN,89.0
2018,175,ChadCHA,88.0
2018,175,MoldovaMDA,88.0
2018,177,DominicaDMA,86.0
2018,178,LaosLAO,82.0
2018,178,BermudaBER,82.0
2018,180,LiechtensteinLIE,80.0
2018,181,CubaCUB,75.0
2018,182,GuyanaGUY,73.0
2018,183,BhutanBHU,68.0
2018,184,MaltaMLT,65.0
2018,185,MacauMAC,60.0
2018,186,MongoliaMNG,51.0
2018,186,Sao Tome e PrincipeSTP,51.0
2018,188,SeychellesSEY,48.0
2018,188,ArubaARU,48.0
2018,190,GuamGUM,45.0
2018,190,Timor-LesteTLS,45.0
2018,192,American SamoaASA,38.0
2018,192,Cook IslandsCOK,38.0
2018,194,BangladeshBAN,35.0
2018,195,GibraltarGIB,34.0
2018,195,Brunei DarussalamBRU,34.0
2018,197,SamoaSAM,32.0
2018,197,DjiboutiDJI,32.0
2018,199,US Virgin IslandsVIR,18.0
2018,200,Sri LankaSRI,17.0
2018,201,PakistanPAK,10.0
2018,202,Cayman IslandsCAY,9.0
2018,203,San MarinoSMR,8.0
2018,204,MontserratMSR,4.0
2018,204,British Virgin IslandsVGB,4.0
2022,1,BrazilBRA,1841.3
2022,2,BelgiumBEL,1816.71
2022,3,ArgentinaARG,1773.88
2022,4,FranceFRA,1759.78
2022,5,EnglandENG,1728.47
2022,6,ItalyITA,1726.14
2022,7,SpainESP,1715.22
2022,8,NetherlandsNED,1694.51
2022,9,PortugalPOR,1676.56
2022,10,DenmarkDEN,1666.57
2022,11,GermanyGER,1650.21
2022,12,CroatiaCRO,1645.64
2022,13,MexicoMEX,1644.89
2022,14,UruguayURU,1638.71
2022,15,SwitzerlandSUI,1635.92
2022,16,USAUSA,1627.48
2022,17,ColombiaCOL,1611.04
2022,18,SenegalSEN,1584.38
2022,19,WalesWAL,1569.82
2022,20,IR IranIRN,1564.61
2022,21,SerbiaSRB,1563.62
2022,22,MoroccoMAR,1563.5
2022,23,PeruPER,1561.01
2022,24,JapanJPN,1559.54
2022,25,SwedenSWE,1553.33
2022,26,PolandPOL,1548.59
2022,27,UkraineUKR,1536.99
2022,28,Korea RepublicKOR,1530.3
2022,29,ChileCHI,1509.61
2022,30,TunisiaTUN,1507.54
2022,31,Costa RicaCRC,1503.59
2022,32,NigeriaNGA,1498.47
2022,33,RussiaRUS,1496.11
2022,34,AustriaAUT,1492.95
2022,35,CzechiaCZE,1492.21
2022,36,HungaryHUN,1492.2
2022,37,AlgeriaALG,1489.1
2022,38,AustraliaAUS,1488.72
2022,39,EgyptEGY,1486.44
2022,40,ScotlandSCO,1479.53
2022,41,CanadaCAN,1475.0
2022,42,NorwayNOR,1473.04
2022,43,CameroonCMR,1471.44
2022,44,EcuadorECU,1464.39
2022,45,TürkiyeTUR,1460.14
2022,46,MaliMLI,1448.85
2022,47,ParaguayPAR,1448.77
2022,48,Côte d'IvoireCIV,1443.06
2022,49,Republic of IrelandIRL,1440.19
2022,50,QatarQAT,1439.89
2022,51,Saudi ArabiaKSA,1437.78
2022,52,GreeceGRE,1437.6
2022,53,RomaniaROU,1434.68
2022,54,Burkina FasoBFA,1432.25
2022,55,SlovakiaSVK,1425.59
2022,56,FinlandFIN,1405.6
2022,57,VenezuelaVEN,1404.37
2022,58,Bosnia and HerzegovinaBIH,1403.51
2022,59,Northern IrelandNIR,1396.55
2022,60,PanamaPAN,1393.28
2022,61,GhanaGHA,1393.0
2022,62,IcelandISL,1384.41
2022,63,SloveniaSVN,1384.04
2022,64,JamaicaJAM,1378.86
2022,65,North MacedoniaMKD,1358.51
2022,66,AlbaniaALB,1354.11
2022,67,South AfricaRSA,1349.59
2022,68,IraqIRQ,1343.01
2022,69,MontenegroMNE,1341.03
2022,70,United Arab EmiratesUAE,1337.57
2022,71,Cabo VerdeCPV,1336.05
2022,72,BulgariaBUL,1335.36
2022,73,Congo DRCOD,1333.92
2022,74,El SalvadorSLV,1330.51
2022,75,OmanOMA,1320.29
2022,76,IsraelISR,1316.55
2022,77,UzbekistanUZB,1309.98
2022,78,GeorgiaGEO,1307.34
2022,79,China PRCHN,1305.06
2022,80,HondurasHON,1301.98
2022,81,GabonGAB,1301.84
2022,82,BoliviaBOL,1296.28
2022,83,GuineaGUI,1290.47
2022,84,JordanJOR,1289.99
2022,85,BahrainBHR,1280.64
2022,86,CuraçaoCUW,1278.64
2022,87,HaitiHAI,1269.07
2022,88,ZambiaZAM,1267.41
2022,89,UgandaUGA,1260.69
2022,90,SyriaSYR,1255.92
2022,91,BeninBEN,1247.47
2022,92,LuxembourgLUX,1243.8
2022,93,ArmeniaARM,1233.93
2022,94,PalestinePLE,1233.72
2022,95,Kyrgyz RepublicKGZ,1230.22
2022,96,VietnamVIE,1226.65
2022,97,BelarusBLR,1221.06
2022,98,Equatorial GuineaEQG,1215.66
2022,99,LebanonLBN,1211.71
2022,100,CongoCGO,1208.79
2022,101,KenyaKEN,1202.26
2022,102,MadagascarMAD,1200.74
2022,103,MauritaniaMTN,1197.58
2022,104,Trinidad and TobagoTRI,1195.29
2022,105,New ZealandNZL,1193.98
2022,106,IndiaIND,1192.09
2022,107,KosovoKOS,1187.01
2022,108,TajikistanTJK,1185.7
2022,109,EstoniaEST,1184.64
2022,110,CyprusCYP,1183.82
2022,111,ThailandTHA,1174.92
2022,112,Korea DPRPRK,1169.96
2022,113,KazakhstanKAZ,1166.63
2022,114,MozambiqueMOZ,1165.22
2022,115,NamibiaNAM,1164.13
2022,116,Guinea-BissauGNB,1160.71
2022,117,Sierra LeoneSLE,1160.31
2022,118,GuatemalaGUA,1156.7
2022,119,AngolaANG,1155.9
2022,120,LibyaLBY,1154.25
2022,121,NigerNIG,1152.8
2022,122,Faroe IslandsFRO,1147.17
2022,123,AzerbaijanAZE,1146.72
2022,124,MalawiMWI,1144.97
2022,125,ZimbabweZIM,1138.56
2022,126,The GambiaGAM,1137.47
2022,127,TogoTOG,1128.92
2022,128,SudanSDN,1127.34
2022,129,ComorosCOM,1123.18
2022,130,TanzaniaTAN,1119.89
2022,131,Antigua and BarbudaATG,1117.01
2022,132,Central African RepublicCTA,1116.97
2022,133,PhilippinesPHI,1115.13
2022,134,LatviaLVA,1114.21
2022,135,TurkmenistanTKM,1100.47
2022,136,Solomon IslandsSOL,1095.7
2022,137,RwandaRWA,1093.66
2022,138,EthiopiaETH,1091.19
2022,139,SurinameSUR,1077.3
2022,140,St Kitts and NevisSKN,1076.91
2022,141,BurundiBDI,1076.26
2022,142,NicaraguaNCA,1071.83
2022,143,EswatiniSWZ,1070.89
2022,144,LithuaniaLTU,1069.75
2022,145,Hong KongHKG,1062.39
2022,146,MalaysiaMAS,1062.32
2022,147,LesothoLES,1061.4
2022,148,BotswanaBOT,1056.46
2022,149,KuwaitKUW,1053.41
2022,150,LiberiaLBR,1049.66
2022,151,AndorraAND,1035.2
2022,152,IndonesiaIDN,1033.9
2022,153,Dominican RepublicDOM,1031.86
2022,154,MaldivesMDV,1026.09
2022,155,YemenYEM,1023.52
2022,156,AfghanistanAFG,1023.04
2022,157,Chinese TaipeiTPE,1017.78
2022,158,MyanmarMYA,1007.89
2022,159,Papua New GuineaPNG,1007.46
2022,160,SingaporeSGP,1003.5
2022,161,New CaledoniaNCL,995.58
2022,162,TahitiTAH,995.11
2022,163,FijiFIJ,989.43
2022,164,VanuatuVAN,985.62
2022,165,South SudanSSD,983.99
2022,166,BarbadosBRB,982.27
2022,167,CubaCUB,978.65
2022,168,MaltaMLT,977.92
2022,169,BermudaBER,977.47
2022,170,Puerto RicoPUR,974.32
2022,171,GuyanaGUY,968.74
2022,172,St LuciaLCA,965.66
2022,173,GrenadaGRN,963.72
2022,174,MoldovaMDA,961.23
2022,175,NepalNEP,954.86
2022,176,BelizeBLZ,950.88
2022,177,CambodiaCAM,948.62
2022,178,St Vincent and the GrenadinesVIN,945.25
2022,179,MontserratMSR,940.78
2022,180,MauritiusMRI,932.02
2022,181,ChadCHA,930.22
2022,182,MacauMAC,922.1
2022,183,MongoliaMNG,913.55
2022,184,DominicaDMA,911.51
2022,185,BhutanBHU,910.96
2022,186,São Tomé and PríncipeSTP,908.18
2022,187,LaosLAO,905.51
2022,188,American SamoaASA,900.27
2022,189,Cook IslandsCOK,899.33
2022,190,Brunei DarussalamBRU,898.41
2022,191,SamoaSAM,894.26
2022,192,BangladeshBAN,884.45
2022,193,DjiboutiDJI,875.05
2022,194,PakistanPAK,866.81
2022,195,Cayman IslandsCAY,865.72
2022,196,LiechtensteinLIE,862.39
2022,197,TongaTGA,861.81
2022,198,Timor-LesteTLS,860.06
2022,199,SeychellesSEY,859.56
2022,200,EritreaERI,855.56
2022,201,ArubaARU,855.37
2022,202,BahamasBAH,854.8
2022,203,SomaliaSOM,854.72
2022,204,GibraltarGIB,852.16
2022,205,GuamGUM,838.33
2022,206,Turks and Caicos IslandsTCA,832.0
2022,207,Sri LankaSRI,825.25
2022,208,US Virgin IslandsVIR,823.97
2022,209,British Virgin IslandsVGB,809.32
2022,210,AnguillaAIA,790.74
2022,211,San MarinoSMR,762.22
