,WorldCup,RK,code,Team,PTS
1076,2014,124,KAZ,Kazakhstan,241.0
1077,2014,125,LIB,Lebanon,233.0
1078,2014,126,TJK,Tajikistan,229.0
1079,2014,127,GUA,Guatemala,226.0
1080,2014,128,BDI,Burundi,221.0
1081,2014,129,PHI,Philippines,217.0
1082,2014,130,AFG,Afghanistan,215.0
1083,2014,131,DOM,Dominican Republic,212.0
1084,2014,132,MLT,Malta,204.0
1085,2014,133,VIN,St. Vincent / Grenadines,203.0
1086,2014,134,GNB,Guinea-Bissau,201.0
1087,2014,134,CHA,Chad,201.0
1088,2014,136,SUR,Suriname,197.0
1089,2014,137,MTN,Mauritania,196.0
1090,2014,137,LCA,St. Lucia,196.0
1091,2014,139,LES,Lesotho,194.0
1092,2014,140,NCL,New Caledonia,190.0
1093,2014,140,SYR,Syria,190.0
1094,2014,142,CYP,Cyprus,189.0
1095,2014,143,TKM,Turkmenistan,183.0
1096,2014,144,GRN,Grenada,182.0
1097,2014,144,MAD,Madagascar,182.0
1098,2014,146,PRK,Korea DPR,175.0
1099,2014,147,MDV,Maldives,171.0
1100,2014,148,GAM,Gambia,166.0
1101,2014,149,KGZ,Kyrgyz Republic,163.0
1102,2014,149,THA,Thailand,163.0
1103,2014,151,ATG,Antigua and Barbuda,158.0
1104,2014,152,BLZ,Belize,152.0
1105,2014,153,MAS,Malaysia,149.0
1106,2014,154,IND,India,144.0
1107,2014,155,SGP,Singapore,141.0
1108,2014,156,GUY,Guyana,137.0
1109,2014,157,IDN,Indonesia,135.0
1110,2014,158,PUR,Puerto Rico,134.0
1111,2014,159,MYA,Myanmar,133.0
1112,2014,160,SKN,St. Kitts and Nevis,124.0
1113,2014,161,TAH,Tahiti,122.0
1114,2014,162,LIE,Liechtenstein,118.0
1115,2014,163,HKG,Hong Kong,112.0
1116,2014,164,PAK,Pakistan,102.0
1117,2014,164,NEP,Nepal,102.0
1118,2014,166,MSR,Montserrat,99.0
1119,2014,167,BAN,Bangladesh,98.0
1120,2014,168,LAO,Laos,97.0
1121,2014,169,DMA,Dominica,93.0
1122,2014,170,BRB,Barbados,92.0
1123,2014,171,FRO,Faroe Islands,89.0
1124,2014,172,STP,Sao Tome e Principe,86.0
1125,2014,173,SWZ,Swaziland,85.0
1126,2014,174,COM,Comoros,84.0
1127,2014,175,BER,Bermuda,83.0
1128,2014,176,NCA,Nicaragua,78.0
1129,2014,176,TPE,Chinese Taipei,78.0
1130,2014,178,GUM,Guam,77.0
1131,2014,179,SRI,Sri Lanka,73.0
1132,2014,180,SOL,Solomon Islands,70.0
1133,2014,181,SEY,Seychelles,66.0
1134,2014,182,CUW,Curacao,65.0
1135,2014,183,YEM,Yemen,61.0
1136,2014,184,MRI,Mauritius,57.0
1137,2014,185,SSD,South Sudan,47.0
1138,2014,186,BAH,Bahamas,40.0
1139,2014,187,MNG,Mongolia,35.0
1140,2014,188,FIJ,Fiji,34.0
1141,2014,189,SAM,Samoa,32.0
1142,2014,190,CAM,Cambodia,28.0
1143,2014,190,VAN,Vanuatu,28.0
1144,2014,192,BRU,Brunei Darussalam,26.0
1145,2014,192,TLS,Timor-Leste,26.0
1146,2014,192,TGA,Tonga,26.0
1147,2014,195,VIR,US Virgin Islands,23.0
1148,2014,196,CAY,Cayman Islands,21.0
1149,2014,196,PNG,Papua New Guinea,21.0
1150,2014,198,VGB,British Virgin Islands,18.0
1151,2014,198,ASA,American Samoa,18.0
1152,2014,200,AND,Andorra,16.0
1153,2014,201,ERI,Eritrea,11.0
1154,2014,202,SOM,Somalia,8.0
1155,2014,202,MAC,Macau,8.0
1156,2014,204,DJI,Djibouti,6.0
1157,2014,205,COK,Cook Islands,5.0
1158,2014,206,AIA,Anguilla,3.0
1159,2018,1,GER,Germany,1558.0
1160,2018,2,BRA,Brazil,1431.0
1161,2018,3,BEL,Belgium,1298.0
1162,2018,4,POR,Portugal,1274.0
1163,2018,5,ARG,Argentina,1241.0
1164,2018,6,SUI,Switzerland,1199.0
1165,2018,7,FRA,France,1198.0
1166,2018,8,POL,Poland,1183.0
1167,2018,9,CHI,Chile,1135.0
1168,2018,10,ESP,Spain,1126.0
1169,2018,11,PER,Peru,1125.0
1170,2018,12,DEN,Denmark,1051.0
1171,2018,12,ENG,England,1051.0
1172,2018,14,URU,Uruguay,1018.0
1173,2018,15,MEX,Mexico,989.0
1174,2018,16,COL,Colombia,986.0
1175,2018,17,NED,Netherlands,981.0
1176,2018,18,WAL,Wales,953.0
1177,2018,19,ITA,Italy,951.0
1178,2018,20,CRO,Croatia,945.0
1179,2018,21,TUN,Tunisia,910.0
1180,2018,22,ISL,Iceland,908.0
1181,2018,23,CRC,Costa Rica,884.0
1182,2018,24,SWE,Sweden,880.0
1183,2018,25,USA,USA,873.0
1184,2018,26,AUT,Austria,845.0
1185,2018,27,SEN,Senegal,838.0
1186,2018,28,SVK,Slovakia,804.0
1187,2018,29,NIR,Northern Ireland,803.0
1188,2018,30,ROU,Romania,782.0
1189,2018,31,IRL,Republic of Ireland,777.0
1190,2018,32,PAR,Paraguay,773.0
1191,2018,33,VEN,Venezuela,755.0
1192,2018,34,SRB,Serbia,751.0
1193,2018,35,UKR,Ukraine,733.0
1194,2018,36,AUS,Australia,718.0
1195,2018,37,IRN,IR Iran,708.0
1196,2018,38,TUR,Turkey,706.0
1197,2018,38,COD,Congo DR,706.0
1198,2018,40,BIH,Bosnia and Herzegovina,693.0
1199,2018,41,MAR,Morocco,686.0
1200,2018,42,SCO,Scotland,660.0
1201,2018,43,MNE,Montenegro,652.0
1202,2018,44,GRE,Greece,650.0
1203,2018,45,EGY,Egypt,649.0
1204,2018,46,CZE,Czech Republic,641.0
1205,2018,47,GHA,Ghana,624.0
1206,2018,48,NGA,Nigeria,618.0
1207,2018,49,BUL,Bulgaria,614.0
1208,2018,49,CMR,Cameroon,614.0
1209,2018,51,HUN,Hungary,612.0
1210,2018,52,BFA,Burkina Faso,604.0
1211,2018,53,NOR,Norway,596.0
1212,2018,54,JAM,Jamaica,588.0
1213,2018,55,PAN,Panama,571.0
1214,2018,56,SVN,Slovenia,558.0
1215,2018,57,KOR,Korea Republic,544.0
1216,2018,58,ALB,Albania,538.0
1217,2018,59,BOL,Bolivia,536.0
1218,2018,60,ECU,Ecuador,524.0
1219,2018,61,JPN,Japan,521.0
1220,2018,62,HON,Honduras,503.0
1221,2018,63,FIN,Finland,486.0
1222,2018,64,MLI,Mali,484.0
1223,2018,65,CPV,Cape Verde Islands,478.0
1224,2018,66,ALG,Algeria,474.0
1225,2018,67,KSA,Saudi Arabia,465.0
1226,2018,68,GUI,Guinea,463.0
1227,2018,68,CIV,Côte d'Ivoire,463.0
1228,2018,70,RUS,Russia,457.0
1229,2018,71,MKD,FYR Macedonia,451.0
1230,2018,72,SLV,El Salvador,442.0
1231,2018,73,SYR,Syria,440.0
1232,2018,74,RSA,South Africa,428.0
1233,2018,75,CHN,China PR,423.0
1234,2018,76,ZAM,Zambia,420.0
1235,2018,77,UAE,United Arab Emirates,418.0
1236,2018,78,BLR,Belarus,417.0
1237,2018,79,LIB,Lebanon,411.0
1238,2018,79,CAN,Canada,411.0
1239,2018,81,CUW,Curacao,408.0
1240,2018,82,UGA,Uganda,403.0
1241,2018,83,CGO,Congo,393.0
1242,2018,84,OMA,Oman,391.0
1243,2018,85,LUX,Luxembourg,390.0
1244,2018,85,GAB,Gabon,390.0
1245,2018,87,CYP,Cyprus,384.0
1246,2018,88,BEN,Benin,379.0
1247,2018,89,IRQ,Iraq,377.0
1248,2018,90,FRO,Faroe Islands,376.0
1249,2018,91,TRI,Trinidad and Tobago,370.0
1250,2018,92,KGZ,Kyrgyz Republic,363.0
1251,2018,93,ISR,Israel,362.0
1252,2018,94,EST,Estonia,359.0
1253,2018,95,UZB,Uzbekistan,354.0
1254,2018,96,GEO,Georgia,352.0
1255,2018,97,IND,India,350.0
1256,2018,98,QAT,Qatar,348.0
1257,2018,99,PLE,Palestine,347.0
1258,2018,100,ARM,Armenia,338.0
1259,2018,101,LBY,Libya,336.0
1260,2018,102,VIE,Vietnam,334.0
1261,2018,103,NIG,Niger,323.0
1262,2018,104,HAI,Haiti,322.0
1263,2018,105,AZE,Azerbaijan,321.0
1264,2018,106,MAD,Madagascar,308.0
1265,2018,107,MTN,Mauritania,304.0
1266,2018,108,PRK,Korea DPR,303.0
1267,2018,108,CTA,Central African Republic,303.0
1268,2018,110,JOR,Jordan,296.0
1269,2018,111,SLE,Sierra Leone,292.0
1270,2018,112,KEN,Kenya,291.0
1271,2018,113,BHR,Bahrain,289.0
1272,2018,114,MOZ,Mozambique,282.0
1273,2018,115,PHI,Philippines,280.0
1274,2018,116,NAM,Namibia,277.0
1275,2018,117,KAZ,Kazakhstan,273.0
1276,2018,118,ZIM,Zimbabwe,265.0
1277,2018,119,TJK,Tajikistan,264.0
1278,2018,120,NZL,New Zealand,256.0
1279,2018,121,GNB,Guinea-Bissau,255.0
1280,2018,122,THA,Thailand,248.0
1281,2018,123,TPE,Chinese Taipei,247.0
1282,2018,123,MWI,Malawi,247.0
1283,2018,125,TOG,Togo,241.0
1284,2018,126,ATG,Antigua and Barbuda,239.0
1285,2018,126,LTU,Lithuania,239.0
1286,2018,128,SDN,Sudan,232.0
1287,2018,129,LVA,Latvia,230.0
1288,2018,130,TKM,Turkmenistan,229.0
1289,2018,130,AND,Andorra,229.0
1290,2018,132,NCA,Nicaragua,228.0
1291,2018,133,YEM,Yemen,227.0
1292,2018,134,SWZ,Swaziland,222.0
1293,2018,135,SKN,St. Kitts and Nevis,218.0
1294,2018,136,RWA,Rwanda,216.0
1295,2018,137,ANG,Angola,209.0
1296,2018,138,MYA,Myanmar,206.0
1297,2018,139,BOT,Botswana,205.0
1298,2018,140,TAN,Tanzania,200.0
1299,2018,141,KOS,Kosovo,197.0
1300,2018,142,HKG,Hong Kong,195.0
1301,2018,143,EQG,Equatorial Guinea,190.0
1302,2018,143,SOL,Solomon Islands,190.0
1303,2018,145,AFG,Afghanistan,188.0
1304,2018,146,GUA,Guatemala,180.0
1305,2018,147,LES,Lesotho,175.0
1306,2018,148,BDI,Burundi,174.0
1307,2018,149,COM,Comoros,172.0
1308,2018,150,MDV,Maldives,171.0
1309,2018,151,ETH,Ethiopia,166.0
1310,2018,152,DOM,Dominican Republic,162.0
1311,2018,153,SUR,Suriname,154.0
1312,2018,154,NCL,New Caledonia,150.0
1313,2018,155,MRI,Mauritius,140.0
1314,2018,156,SSD,South Sudan,132.0
1315,2018,157,TAH,Tahiti,130.0
1316,2018,158,LBR,Liberia,129.0
1317,2018,159,KUW,Kuwait,128.0
1318,2018,160,BRB,Barbados,127.0
1319,2018,161,NEP,Nepal,118.0
1320,2018,162,VAN,Vanuatu,117.0
1321,2018,163,BLZ,Belize,115.0
1322,2018,164,IDN,Indonesia,111.0
1323,2018,165,FIJ,Fiji,104.0
1324,2018,166,PNG,Papua New Guinea,103.0
1325,2018,166,CAM,Cambodia,103.0
1326,2018,168,GRN,Grenada,102.0
1327,2018,169,SGP,Singapore,99.0
1328,2018,170,LCA,St. Lucia,95.0
1329,2018,171,MAS,Malaysia,93.0
1330,2018,172,GAM,Gambia,92.0
1331,2018,173,PUR,Puerto Rico,89.0
1332,2018,173,VIN,St. Vincent / Grenadines,89.0
1333,2018,175,CHA,Chad,88.0
1334,2018,175,MDA,Moldova,88.0
1335,2018,177,DMA,Dominica,86.0
1336,2018,178,LAO,Laos,82.0
1337,2018,178,BER,Bermuda,82.0
1338,2018,180,LIE,Liechtenstein,80.0
1339,2018,181,CUB,Cuba,75.0
1340,2018,182,GUY,Guyana,73.0
1341,2018,183,BHU,Bhutan,68.0
1342,2018,184,MLT,Malta,65.0
1343,2018,185,MAC,Macau,60.0
1344,2018,186,MNG,Mongolia,51.0
1345,2018,186,STP,Sao Tome e Principe,51.0
1346,2018,188,SEY,Seychelles,48.0
1347,2018,188,ARU,Aruba,48.0
1348,2018,190,GUM,Guam,45.0
1349,2018,190,TLS,Timor-Leste,45.0
1350,2018,192,ASA,American Samoa,38.0
1351,2018,192,COK,Cook Islands,38.0
1352,2018,194,BAN,Bangladesh,35.0
1353,2018,195,GIB,Gibraltar,34.0
1354,2018,195,BRU,Brunei Darussalam,34.0
1355,2018,197,SAM,Samoa,32.0
1356,2018,197,DJI,Djibouti,32.0
1357,2018,199,VIR,US Virgin Islands,18.0
1358,2018,200,SRI,Sri Lanka,17.0
1359,2018,201,PAK,Pakistan,10.0
1360,2018,202,CAY,Cayman Islands,9.0
1361,2018,203,SMR,San Marino,8.0
1362,2018,204,MSR,Montserrat,4.0
1363,2018,204,VGB,British Virgin Islands,4.0
1364,2022,1,BRA,Brazil,1841.3
1365,2022,2,BEL,Belgium,1816.71
1366,2022,3,ARG,Argentina,1773.88
1367,2022,4,FRA,France,1759.78
1368,2022,5,ENG,England,1728.47
1369,2022,6,ITA,Italy,1726.14
1370,2022,7,ESP,Spain,1715.22
1371,2022,8,NED,Netherlands,1694.51
1372,2022,9,POR,Portugal,1676.56
1373,2022,10,DEN,Denmark,1666.57
1374,2022,11,GER,Germany,1650.21
1375,2022,12,CRO,Croatia,1645.64
1376,2022,13,MEX,Mexico,1644.89
1377,2022,14,URU,Uruguay,1638.71
1378,2022,15,SUI,Switzerland,1635.92
1379,2022,16,USA,USA,1627.48
1380,2022,17,COL,Colombia,1611.04
1381,2022,18,SEN,Senegal,1584.38
1382,2022,19,WAL,Wales,1569.82
1383,2022,20,IRN,IR Iran,1564.61
1384,2022,21,SRB,Serbia,1563.62
1385,2022,22,MAR,Morocco,1563.5
1386,2022,23,PER,Peru,1561.01
1387,2022,24,JPN,Japan,1559.54
1388,2022,25,SWE,Sweden,1553.33
1389,2022,26,POL,Poland,1548.59
1390,2022,27,UKR,Ukraine,1536.99
1391,2022,28,KOR,Korea Republic,1530.3
1392,2022,29,CHI,Chile,1509.61
1393,2022,30,TUN,Tunisia,1507.54
1394,2022,31,CRC,Costa Rica,1503.59
1395,2022,32,NGA,Nigeria,1498.47
1396,2022,33,RUS,Russia,1496.11
1397,2022,34,AUT,Austria,1492.95
1398,2022,35,CZE,Czechia,1492.21
1399,2022,36,HUN,Hungary,1492.2
1400,2022,37,ALG,Algeria,1489.1
1401,2022,38,AUS,Australia,1488.72
1402,2022,39,EGY,Egypt,1486.44
1403,2022,40,SCO,Scotland,1479.53
1404,2022,41,CAN,Canada,1475.0
1405,2022,42,NOR,Norway,1473.04
1406,2022,43,CMR,Cameroon,1471.44
1407,2022,44,ECU,Ecuador,1464.39
1408,2022,45,TUR,Türkiye,1460.14
1409,2022,46,MLI,Mali,1448.85
1410,2022,47,PAR,Paraguay,1448.77
1411,2022,48,CIV,Côte d'Ivoire,1443.06
1412,2022,49,IRL,Republic of Ireland,1440.19
1413,2022,50,QAT,Qatar,1439.89
1414,2022,51,KSA,Saudi Arabia,1437.78
1415,2022,52,GRE,Greece,1437.6
1416,2022,53,ROU,Romania,1434.68
1417,2022,54,BFA,Burkina Faso,1432.25
1418,2022,55,SVK,Slovakia,1425.59
1419,2022,56,FIN,Finland,1405.6
1420,2022,57,VEN,Venezuela,1404.37
1421,2022,58,BIH,Bosnia and Herzegovina,1403.51
1422,2022,59,NIR,Northern Ireland,1396.55
1423,2022,60,PAN,Panama,1393.28
1424,2022,61,GHA,Ghana,1393.0
1425,2022,62,ISL,Iceland,1384.41
1426,2022,63,SVN,Slovenia,1384.04
1427,2022,64,JAM,Jamaica,1378.86
1428,2022,65,MKD,North Macedonia,1358.51
1429,2022,66,ALB,Albania,1354.11
1430,2022,67,RSA,South Africa,1349.59
1431,2022,68,IRQ,Iraq,1343.01
1432,2022,69,MNE,Montenegro,1341.03
1433,2022,70,UAE,United Arab Emirates,1337.57
1434,2022,71,CPV,Cabo Verde,1336.05
1435,2022,72,BUL,Bulgaria,1335.36
1436,2022,73,COD,Congo DR,1333.92
1437,2022,74,SLV,El Salvador,1330.51
1438,2022,75,OMA,Oman,1320.29
1439,2022,76,ISR,Israel,1316.55
1440,2022,77,UZB,Uzbekistan,1309.98
1441,2022,78,GEO,Georgia,1307.34
1442,2022,79,CHN,China PR,1305.06
1443,2022,80,HON,Honduras,1301.98
1444,2022,81,GAB,Gabon,1301.84
1445,2022,82,BOL,Bolivia,1296.28
1446,2022,83,GUI,Guinea,1290.47
1447,2022,84,JOR,Jordan,1289.99
1448,2022,85,BHR,Bahrain,1280.64
1449,2022,86,CUW,Curaçao,1278.64
1450,2022,87,HAI,Haiti,1269.07
1451,2022,88,ZAM,Zambia,1267.41
1452,2022,89,UGA,Uganda,1260.69
1453,2022,90,SYR,Syria,1255.92
1454,2022,91,BEN,Benin,1247.47
1455,2022,92,LUX,Luxembourg,1243.8
1456,2022,93,ARM,Armenia,1233.93
1457,2022,94,PLE,Palestine,1233.72
1458,2022,95,KGZ,Kyrgyz Republic,1230.22
1459,2022,96,VIE,Vietnam,1226.65
1460,2022,97,BLR,Belarus,1221.06
1461,2022,98,EQG,Equatorial Guinea,1215.66
1462,2022,99,LBN,Lebanon,1211.71
1463,2022,100,CGO,Congo,1208.79
1464,2022,101,KEN,Kenya,1202.26
1465,2022,102,MAD,Madagascar,1200.74
1466,2022,103,MTN,Mauritania,1197.58
1467,2022,104,TRI,Trinidad and Tobago,1195.29
1468,2022,105,NZL,New Zealand,1193.98
1469,2022,106,IND,India,1192.09
1470,2022,107,KOS,Kosovo,1187.01
1471,2022,108,TJK,Tajikistan,1185.7
1472,2022,109,EST,Estonia,1184.64
1473,2022,110,CYP,Cyprus,1183.82
1474,2022,111,THA,Thailand,1174.92
1475,2022,112,PRK,Korea DPR,1169.96
1476,2022,113,KAZ,Kazakhstan,1166.63
1477,2022,114,MOZ,Mozambique,1165.22
1478,2022,115,NAM,Namibia,1164.13
1479,2022,116,GNB,Guinea-Bissau,1160.71
1480,2022,117,SLE,Sierra Leone,1160.31
1481,2022,118,GUA,Guatemala,1156.7
1482,2022,119,ANG,Angola,1155.9
1483,2022,120,LBY,Libya,1154.25
1484,2022,121,NIG,Niger,1152.8
1485,2022,122,FRO,Faroe Islands,1147.17
1486,2022,123,AZE,Azerbaijan,1146.72
1487,2022,124,MWI,Malawi,1144.97
1488,2022,125,ZIM,Zimbabwe,1138.56
1489,2022,126,GAM,The Gambia,1137.47
1490,2022,127,TOG,Togo,1128.92
1491,2022,128,SDN,Sudan,1127.34
1492,2022,129,COM,Comoros,1123.18
1493,2022,130,TAN,Tanzania,1119.89
1494,2022,131,ATG,Antigua and Barbuda,1117.01
1495,2022,132,CTA,Central African Republic,1116.97
1496,2022,133,PHI,Philippines,1115.13
1497,2022,134,LVA,Latvia,1114.21
1498,2022,135,TKM,Turkmenistan,1100.47
1499,2022,136,SOL,Solomon Islands,1095.7
1500,2022,137,RWA,Rwanda,1093.66
1501,2022,138,ETH,Ethiopia,1091.19
1502,2022,139,SUR,Suriname,1077.3
1503,2022,140,SKN,St Kitts and Nevis,1076.91
1504,2022,141,BDI,Burundi,1076.26
1505,2022,142,NCA,Nicaragua,1071.83
1506,2022,143,SWZ,Eswatini,1070.89
1507,2022,144,LTU,Lithuania,1069.75
1508,2022,145,HKG,Hong Kong,1062.39
1509,2022,146,MAS,Malaysia,1062.32
1510,2022,147,LES,Lesotho,1061.4
1511,2022,148,BOT,Botswana,1056.46
1512,2022,149,KUW,Kuwait,1053.41
1513,2022,150,LBR,Liberia,1049.66
1514,2022,151,AND,Andorra,1035.2
1515,2022,152,IDN,Indonesia,1033.9
1516,2022,153,DOM,Dominican Republic,1031.86
1517,2022,154,MDV,Maldives,1026.09
1518,2022,155,YEM,Yemen,1023.52
1519,2022,156,AFG,Afghanistan,1023.04
1520,2022,157,TPE,Chinese Taipei,1017.78
1521,2022,158,MYA,Myanmar,1007.89
1522,2022,159,PNG,Papua New Guinea,1007.46
1523,2022,160,SGP,Singapore,1003.5
1524,2022,161,NCL,New Caledonia,995.58
1525,2022,162,TAH,Tahiti,995.11
1526,2022,163,FIJ,Fiji,989.43
1527,2022,164,VAN,Vanuatu,985.62
1528,2022,165,SSD,South Sudan,983.99
1529,2022,166,BRB,Barbados,982.27
1530,2022,167,CUB,Cuba,978.65
1531,2022,168,MLT,Malta,977.92
1532,2022,169,BER,Bermuda,977.47
1533,2022,170,PUR,Puerto Rico,974.32
1534,2022,171,GUY,Guyana,968.74
1535,2022,172,LCA,St Lucia,965.66
1536,2022,173,GRN,Grenada,963.72
1537,2022,174,MDA,Moldova,961.23
1538,2022,175,NEP,Nepal,954.86
1539,2022,176,BLZ,Belize,950.88
1540,2022,177,CAM,Cambodia,948.62
1541,2022,178,VIN,St Vincent and the Grenadines,945.25
1542,2022,179,MSR,Montserrat,940.78
1543,2022,180,MRI,Mauritius,932.02
1544,2022,181,CHA,Chad,930.22
1545,2022,182,MAC,Macau,922.1
1546,2022,183,MNG,Mongolia,913.55
1547,2022,184,DMA,Dominica,911.51
1548,2022,185,BHU,Bhutan,910.96
1549,2022,186,STP,São Tomé and Príncipe,908.18
1550,2022,187,LAO,Laos,905.51
1551,2022,188,ASA,American Samoa,900.27
1552,2022,189,COK,Cook Islands,899.33
1553,2022,190,BRU,Brunei Darussalam,898.41
1554,2022,191,SAM,Samoa,894.26
1555,2022,192,BAN,Bangladesh,884.45
1556,2022,193,DJI,Djibouti,875.05
1557,2022,194,PAK,Pakistan,866.81
1558,2022,195,CAY,Cayman Islands,865.72
1559,2022,196,LIE,Liechtenstein,862.39
1560,2022,197,TGA,Tonga,861.81
1561,2022,198,TLS,Timor-Leste,860.06
1562,2022,199,SEY,Seychelles,859.56
1563,2022,200,ERI,Eritrea,855.56
1564,2022,201,ARU,Aruba,855.37
1565,2022,202,BAH,Bahamas,854.8
1566,2022,203,SOM,Somalia,854.72
1567,2022,204,GIB,Gibraltar,852.16
1568,2022,205,GUM,Guam,838.33
1569,2022,206,TCA,Turks and Caicos Islands,832.0
1570,2022,207,SRI,Sri Lanka,825.25
1571,2022,208,VIR,US Virgin Islands,823.97
1572,2022,209,VGB,British Virgin Islands,809.32
1573,2022,210,AIA,Anguilla,790.74
1574,2022,211,SMR,San Marino,762.22
